t,id,index,x,y
0,181,10,194.0,76.0
1,181,10,194.39299372420467,78.53490586307021
2,181,10,194.72099165431877,81.01013931801154
3,181,10,194.92513955431858,83.36561778293462
4,181,10,195.33797050280342,85.93117856848461
5,181,10,195.29470968651793,88.04711027383586
6,181,10,195.55561460982932,90.46279008656816
7,181,10,195.63367394377684,92.69864278661449
8,181,10,195.77319411243494,94.99440717403267
9,181,10,195.82271428109306,97.20017156145086
10,181,10,195.8145414958853,99.34579457953207
11,181,10,196.20030958839453,101.88117072805461
12,181,10,196.57958150088868,104.41695018923772
13,181,10,196.68211824777973,106.68312832055148
14,181,10,196.99552547770062,109.15925604152103
15,181,10,196.88353105913515,111.21569122918072
16,181,10,197.1389690852106,113.63170005779894
17,181,10,197.06057137110417,115.71793193597405
18,181,10,197.19911222700762,118.01375562938902
19,181,10,197.24765308291106,120.219579322804
20,181,10,197.56937632132028,122.69520876234662
21,181,10,197.58447347168593,124.87123767330638
22,181,10,197.9641738039561,127.40699110457108
23,181,10,198.21425093250878,129.82330988484256
24,181,10,198.54926392982344,132.32990992631744
25,181,10,198.84493169437513,134.80699959984864
26,181,10,199.07211831637863,137.2245006396881
27,181,10,198.96331268537352,139.31227340906364
28,181,10,199.07554716407924,141.60953339038696
29,181,10,199.15778164278495,143.87679337171028
30,181,10,198.97177757981547,145.87396661862496
31,181,10,199.07436170534092,148.14014201472577
32,181,10,199.14891440978354,150.37620289582782
33,181,10,199.25768688947517,152.64201260024154
34,181,10,199.30873279287076,154.84768375551081
35,181,10,199.2171634625507,156.90288926620008
36,181,10,199.6268662586241,159.4366200614341
37,181,10,199.95303182913025,161.91197093352287
38,181,10,200.28899625985014,164.41851898705744
39,181,10,200.38752830880446,166.71640746027126
40,181,10,200.63606035775877,169.16429593348505
41,181,10,200.7067503415559,171.46320935642876
42,181,10,201.07744032535305,174.06212277937246
43,181,10,201.05176941071963,176.36197951494142
44,181,10,201.1760984960862,178.81183625051037
45,181,10,201.70920997130173,181.2990272777595
46,181,10,201.99557934877276,183.54716476636693
47,181,10,202.16295362359054,185.67516247700755
48,181,10,202.4855399336071,187.95242795836668
49,181,10,202.59812624362365,190.01969343972584
50,181,10,202.80860009443612,192.17582766993485
51,181,10,202.87375515350553,194.18127731481388
52,181,10,203.03985038091312,196.27508867320878
53,181,10,203.45352241690145,198.6077338481008
54,181,10,203.65454193012596,200.73079022692988
55,181,10,203.95254912583238,202.94275652241546
56,181,10,204.1334998028986,205.03425704161538
57,181,10,204.32376763529845,207.124257423177
58,181,10,204.70385765441807,209.3926338419765
59,181,10,204.9639476735377,211.541010260776
60,181,10,205.3215132497958,213.7781214014349
61,181,10,205.86109091394772,216.1948876539616
62,181,10,206.20962892359935,218.4335235822782
63,181,10,206.86061091734317,220.97175036116144
64,181,10,207.2767824264339,223.3040051567581
65,181,10,207.62660892471843,225.57724544786197
66,181,10,207.82643542300298,227.70048573896582
67,181,10,208.10740706539116,229.88037120756195
68,181,10,208.37332379943703,232.0277636028882
69,181,10,208.5736274601162,234.08087007542397
70,181,10,209.00800565288534,236.30350251194807
71,181,10,209.4833245036464,238.55385181596984
72,181,10,209.65864335440745,240.5042011199916
73,181,10,211.99586682003977,240.88708389682165
74,181,10,214.4832330350856,241.41895828624683
75,181,10,216.85110676933988,241.82722115054997
76,181,10,219.30920141201452,242.3238989031899
77,181,10,221.61774511270315,242.66732928469773
78,181,10,223.65636499590195,242.74020534305163
79,181,10,225.84435931099685,242.96760398891414
80,181,10,228.12211219578953,243.28673060300122
81,181,10,230.57986508058218,243.7858572170883
82,181,10,232.64812288358905,243.8913590127066
83,181,10,234.83577678359686,244.12119133092853
84,181,10,237.08316376457697,244.41291876038136
85,181,10,239.42045926712623,244.795293067777
86,181,10,241.51794241144736,244.93633905721322
87,181,10,243.7648458799878,245.23147071508194
88,181,10,245.86164960430958,245.37730011970115
89,181,10,248.13783491714528,245.70742194816913
90,181,10,250.504020229981,246.1275437766371
91,181,10,252.78053399123598,246.45539297187275
92,181,10,254.84704775249097,246.57324216710842
93,181,10,257.1227434056149,246.9067227427836
94,181,10,259.4584390587389,247.30020331845876
95,181,10,261.5243853311686,247.42196914703868
96,181,10,264.0094196720723,247.96993178951436
97,181,10,266.1053991047655,248.12147005571805
98,181,10,268.140538118267,248.21872733027791
99,181,10,270.41449820993404,248.5638439794063
100,181,10,272.65845830160106,248.87896062853468
101,181,10,274.9322572242357,249.22513754779058
102,181,10,277.23605614687034,249.60131446704648
103,181,10,279.57003124469895,250.00633222666974
104,181,10,282.0243747944206,250.52891275419495
105,181,10,283.9998703805271,250.5637557586162
106,181,10,286.5133308247935,251.15214865228097
107,181,10,288.9385157045602,251.63909636763316
108,181,10,291.48482502248334,252.23836204931948
109,181,10,293.85324536145987,252.64268792947914
110,181,10,295.92240398134425,252.74161508174438
111,181,10,297.9596932239051,252.82403360744743
112,181,10,299.964603582403,252.89282980104886
113,181,10,302.14650787668694,253.1612302441489
114,181,10,304.1172905310478,253.2266698925915
115,181,10,306.1138410071258,253.34750098064669
116,181,10,308.25600071825124,253.64299278725784
117,181,10,310.51591148367413,254.0705478507593
118,181,10,312.865822249097,254.5881029142608
119,181,10,315.33799612026763,255.21351761861385
120,181,10,317.69637417090763,255.6835978987847
121,181,10,320.20800504469076,256.2837272828613
122,181,10,322.70061696785217,256.7760087173224
