t,id,index,x,y
0,271,10,181.0,78.0
1,271,10,182.8153846153846,76.67692307692307
2,271,10,185.27837881393197,76.01232549057607
3,271,10,186.8566501555231,74.45620745501763
4,271,10,188.28784084721292,72.77201963712102
5,271,10,189.97496135023135,71.36913800550589
6,271,10,191.75308938852032,70.07620642001221
7,271,10,194.26064005757442,69.52994058502237
8,271,10,196.52330443896938,68.72972192917477
9,271,10,197.98596882036435,67.12950327332717
10,271,10,200.10610283621273,66.22051137098701
11,271,10,202.14973100196718,65.24224150124229
12,271,10,204.27877333416347,64.36093352165706
13,271,10,206.5715504637226,63.651586614868386
14,271,10,208.78432759328172,62.86223970807971
15,271,10,210.359201521421,61.43970596942609
16,271,10,213.3930338954641,61.52238364529949
17,271,10,215.68625035580354,60.8144583201216
18,271,10,218.059466816143,60.18653299494372
19,271,10,219.70971750062472,58.8290709386432
20,271,10,222.42452495118368,58.59529931823356
21,271,10,225.04253515164334,58.22309333835231
22,271,10,226.5234607821878,56.67651563447595
23,271,10,228.84961714907936,56.08575632920015
24,271,10,231.4157735159709,55.73499702392436
25,271,10,233.4836441700798,54.836412903327
26,271,10,235.09506748732352,53.546794332867535
27,271,10,238.12484356968733,53.965502046147286
28,271,10,241.03998841663608,53.841489006073644
29,271,10,244.07314767137842,54.662565734122865
30,271,10,245.82820593330754,54.1765005318947
31,271,10,247.8212669253424,53.958871276262066
32,271,10,251.01286862091226,54.959473693364465
33,271,10,253.08740579444026,54.8013122690891
34,271,10,255.32076606728864,54.81971239339149
35,271,10,258.1934650523046,55.48677272350926
36,271,10,261.22817969256306,56.28596377769171
37,271,10,263.62526913762804,56.40412549889661
38,271,10,266.342358582693,56.84228722010151
39,271,10,268.9805321078559,57.17590208648381
40,271,10,271.1394165748733,57.00906843054087
41,271,10,274.257512303587,57.82465543763282
42,271,10,277.0574342619804,58.24400985886491
43,271,10,278.97723516515146,57.73309667171881
44,271,10,281.1369402147711,57.53072212627044
45,271,10,284.015744850157,58.08646063200566
46,271,10,287.1356823934603,58.78914623789658
47,271,10,289.12622800476146,58.17632781696289
48,271,10,291.6054387478558,58.19478262851951
49,271,10,294.643084721519,58.72851040742316
50,271,10,295.74059692207766,60.20399893289539
51,271,10,297.56054809921847,62.397537420942506
52,271,10,299.6184503116803,64.83271446909072
53,271,10,301.11245420631883,66.71099888919457
54,271,10,302.84645810095736,68.82928330929843
55,271,10,304.2585231331977,70.62910828507827
56,271,10,305.11128316588355,71.86838141179926
57,271,10,306.449825986403,73.58304655925079
58,271,10,308.6698711352317,76.17650980988465
59,271,10,310.6423729731339,78.53598799913256
60,271,10,311.7290005062029,80.02011606747642
61,271,10,312.42105957327925,81.09994577794363
62,271,10,314.40430000140014,83.45084615350157
63,271,10,316.6201343002622,86.04767319677113
64,271,10,318.58180718221394,88.41570006916697
65,271,10,319.7307863068387,89.99362007048857
66,271,10,321.6104165853336,92.28324813943789
67,271,10,323.07206543622664,94.18681916167034
68,271,10,323.8937142871197,95.4503901839028
69,271,10,326.06226698484045,97.94066763614897
70,271,10,324.20561346743955,97.87289912699751
71,271,10,322.6712713069429,98.11536287012464
72,271,10,320.98091287038983,98.1814033269635
73,271,10,318.01385099388347,96.95422105295421
74,271,10,314.88339397382714,95.58066192115511
75,271,10,313.1085834440925,95.58509033239244
76,271,10,310.13691699725183,94.37646780322444
77,271,10,308.52153896513664,94.5432865968248
78,271,10,305.95048445008564,93.73216064936642
79,271,10,302.8979339611373,92.4471755022103
80,271,10,301.0407511938762,92.38166957885326
81,271,10,298.3867739204622,91.50260778693124
82,271,10,296.7705712411456,91.67291965612063
83,271,10,293.63960088185627,90.30145033575893
84,271,10,291.7825675665446,90.23530449157131
85,271,10,288.7293340842427,88.95314658042425
86,271,10,285.6701385495536,87.69633725627777
87,271,10,282.7647566747182,86.62723622387473
88,271,10,280.9743782828993,86.70172472527699
89,271,10,278.06929687859224,85.63124141783864
90,271,10,275.238591550326,84.6673153287911
91,271,10,272.08284118535045,83.40857769362523
92,271,10,269.95836978840595,83.23714724624527
93,271,10,268.31668098202795,83.53003369948192
94,271,10,265.6443983453212,82.73383374458064
95,271,10,263.3674858474793,82.36110482180594
96,271,10,260.5318434676346,81.42181299923621
97,271,10,258.0078472574819,80.84766095181428
98,271,10,256.20079633627273,81.01134045473796
99,271,10,254.08654828927652,80.78495420578268
100,271,10,251.25911532050978,79.80539594376818
101,271,10,248.8954364683763,79.38943646980836
102,271,10,246.9317576162428,79.37347699584853
103,271,10,243.95361750741736,78.19208912056703
104,271,10,240.99867695705268,77.4763336705216
105,272,10,188.0,85.0
106,272,10,190.32155056253114,84.31451294564675
107,272,10,192.8041752144184,83.79524663287079
108,272,10,195.6871619419701,83.67809787741801
109,272,10,198.0886520587639,83.07226339964899
110,272,10,200.8109133522859,82.79088253948511
111,272,10,203.37238403932017,82.3449364446887
112,272,10,205.81385472635444,81.77899034989228
113,272,10,208.37595050340383,81.33664972410075
114,272,10,210.93804628045322,80.89430909830922
115,272,10,213.50014205750261,80.45196847251769
116,272,10,215.74223783455201,79.68962784672615
117,272,10,218.58615975849332,79.53799794978532
118,272,10,220.9484379041021,78.89671492888417
119,272,10,223.35193130542174,78.30254724078361
120,272,10,225.87640984749092,77.83423683083925
121,272,10,228.08114017820853,77.04743672458673
122,272,10,230.68816206300608,76.67464301948642
123,272,10,232.97492509287062,75.98024279202444
124,272,10,235.42353878467276,75.45747275554378
125,272,10,238.11295508398322,75.17985499834765
126,272,10,240.88153679163693,74.97688103999948
127,272,10,243.8486374612148,74.96457756893368
128,272,10,246.49251259177265,74.61266980689773
129,272,10,248.69568983504425,73.81663951027306
130,272,10,251.50208536171903,73.6399693761578
131,272,10,253.90624797457966,73.04977163696358
132,272,10,256.67198642334057,72.82907434371111
133,272,10,259.11563726501157,72.27583727004405
134,272,10,261.8406228317673,72.01057377251017
135,272,10,264.48370921206396,71.65400967969259
136,272,10,266.96575757442923,71.13139450948105
137,272,10,269.12891724576866,70.2952609299217
138,272,10,272.0177149291672,70.21366603233683
139,272,10,274.3816656338227,69.58220713035827
140,272,10,277.1889654462239,69.41114548869768
141,272,10,279.3918079117906,68.61315177106216
142,272,10,281.92188240112995,68.17981080034225
143,272,10,284.81279227199144,68.11196748673866
144,272,10,286.97554704271454,67.27346094729376
145,272,10,289.949768674924,67.30824458913744
146,272,10,292.2300290390481,66.57540149501412
147,272,10,294.72265147719014,66.1190854167396
148,272,10,296.93921011141794,65.41073845696219
149,272,10,299.6532600312519,65.35494023908258
150,272,10,302.0787601313159,64.92073368816011
151,272,10,302.0067325014434,62.2011762928129
152,272,10,301.8614329156934,59.40175176713787
153,272,10,301.80808122444705,56.68260613771648
154,272,10,302.24239813715275,54.44366847080604
155,272,10,302.05232761078923,51.604147928924824
156,272,10,302.47961842342596,49.365018854304886
157,272,10,302.8789851122266,47.12531689757737
158,272,10,303.0887791471578,44.725335344396704
159,272,10,303.48101389403445,42.52534694041412
160,272,10,303.75558503141866,40.24574385177896
161,272,10,303.27780392832057,37.246907554510344
162,272,10,303.6453394653797,35.04711024344051
163,272,10,303.4016858167952,32.28845634823274
164,272,10,303.10129284013215,29.44915784895072
165,272,10,302.96306652438483,26.729221734078994
166,272,10,303.2912534751234,24.449234623757558
167,272,10,302.8911517946675,21.53046881653519
168,272,10,302.77448191974867,18.77082989925063
169,272,10,302.68970006003343,15.935467240791017
170,273,10,175.0,84.0
171,273,10,169.6280259278295,82.37183059614426
172,273,10,164.13129006595227,80.65154925377355
173,273,10,160.54899881987146,80.88519518324208
174,273,10,156.61251957519536,80.72338414195755
175,273,10,152.55992291046883,80.41880305952569
176,273,10,148.99062963910094,80.57537138107284
177,273,10,145.54840490267975,80.8130629854716
178,273,10,141.39474928251136,80.28598184909097
179,273,10,135.92415312971104,78.4234729314934
180,273,10,130.4449775552029,76.60495553110533
181,273,10,125.91689458437034,75.7947304949234
182,273,10,121.98881161353776,75.58450545874146
183,273,10,116.86709304591709,74.13948404171441
184,273,10,112.93851476028006,73.93203205499522
185,273,10,109.37739648004752,74.04380478819274
186,273,10,104.74970467455046,73.00689989309478
187,273,10,100.84014077515371,72.69924718569088
188,273,10,95.98107462011333,71.38091335420509
189,273,10,91.4749066370756,70.45654864877457
190,273,10,86.84873865403787,69.41218394334405
191,273,10,83.05944337501202,69.22319764721239
192,273,10,77.61309405116529,67.24699405323136
193,273,10,72.84932276077505,66.17303163666753
194,273,10,67.11372539914633,64.20598758761521
195,273,10,63.23565266995305,64.79284414223011
196,273,10,57.55832822993943,63.55597479132483
197,273,10,52.11979840320815,62.83226508611677
198,273,10,47.90100224877119,63.633429200832985
199,273,10,44.02594511390929,64.56661908650938
200,273,10,43.83847024983704,69.04612418409525
201,273,10,44.013069527480006,73.88565924163261
202,273,10,43.103446717830614,77.64513232714756
203,273,10,42.80882807357665,82.00480805525056
204,273,10,43.11855539181452,86.96453333590249
205,273,10,43.06164174803216,91.56418123950895
206,273,10,43.124728104249805,96.28382914311543
207,273,10,43.54551260894494,101.3634479887499
208,273,10,44.67688872550724,107.16293608663882
